ticket_id,created_at,intent,subtopic,sentiment,priority,resolved_by,status,confidence,latency_seconds,tokens_used,region,channel,feedback
TKT-51200,2026-08-12 19:46:00,order_tracking,marked delivered not received,neutral,medium,ai,resolved,0.93,1.31,1316,IN,email,
TKT-51172,2026-08-12 19:50:00,technical_support,display issue,positive,low,ai,resolved,0.953,1.5,3284,IN,chat,down
TKT-51185,2026-08-12 19:56:00,order_tracking,delayed shipment,negative,medium,human,resolved,0.646,1.57,3458,IN,phone,
TKT-51207,2026-08-12 20:28:00,shipping_delivery,white glove scheduling,neutral,low,ai,resolved,0.837,1.88,3776,IN,chat,
TKT-51187,2026-08-12 20:33:00,shipping_delivery,delivery timeline,neutral,low,ai,resolved,0.978,1.72,4045,IN,chat,
TKT-51158,2026-08-12 20:53:00,return_policy_question,opened item eligibility,positive,low,ai,resolved,0.954,1.91,2378,IN,chat,
TKT-51159,2026-08-12 20:59:00,warranty_claim,dead pixels,negative,medium,ai,resolved,0.848,0.91,1425,IN,phone,
TKT-51276,2026-08-13 09:07:00,order_tracking,tracking not updating,negative,medium,ai,resolved,0.917,2.2,3997,IN,email,
TKT-51250,2026-08-13 09:11:00,shipping_delivery,white glove scheduling,neutral,low,ai,resolved,0.797,1.23,1483,IN,chat,
TKT-51286,2026-08-13 09:26:00,order_tracking,tracking not updating,neutral,low,ai,resolved,0.679,0.74,3415,EU,phone,
TKT-51313,2026-08-13 09:54:00,technical_support,boot failure,neutral,low,ai,resolved,0.709,1.82,3746,IN,chat,up
TKT-51247,2026-08-13 10:03:00,product_information,model comparison,neutral,low,ai,resolved,0.889,0.93,2910,IN,chat,up
TKT-51257,2026-08-13 10:07:00,complaint,repeated contact,negative,high,human,resolved,0.351,2.12,2553,IN,email,
TKT-51259,2026-08-13 10:12:00,technical_support,display issue,neutral,low,human,resolved,0.615,1.88,996,IN,chat,
TKT-51243,2026-08-13 10:18:00,account_management,account deletion,positive,low,ai,resolved,0.755,1.78,2127,IN,chat,
TKT-51279,2026-08-13 10:19:00,return_refund_request,damaged on arrival,neutral,medium,human,resolved,0.366,2.83,1177,IN,chat,
TKT-51228,2026-08-13 10:26:00,product_information,specifications,neutral,low,ai,resolved,0.802,2.23,1336,IN,phone,down
TKT-51263,2026-08-13 10:32:00,order_tracking,tracking not updating,positive,medium,ai,resolved,0.89,1.72,1452,EU,chat,
TKT-51278,2026-08-13 10:50:00,order_tracking,marked delivered not received,negative,high,human,resolved,0.514,1.79,1095,IN,chat,up
TKT-51232,2026-08-13 10:53:00,product_information,extended warranty options,positive,low,ai,resolved,0.971,0.86,3814,EU,chat,
TKT-51237,2026-08-13 10:53:00,technical_support,display issue,negative,medium,ai,resolved,0.895,0.88,3087,IN,chat,up
TKT-51311,2026-08-13 11:00:00,return_refund_request,change of mind return,negative,high,human,resolved,0.492,0.77,1523,IN,chat,
TKT-51282,2026-08-13 11:08:00,product_information,stock availability,neutral,low,ai,resolved,0.99,1.94,3506,EU,chat,
TKT-51285,2026-08-13 11:12:00,technical_support,display issue,neutral,medium,ai,resolved,0.925,1.85,2492,EU,phone,up
TKT-51266,2026-08-13 11:19:00,return_refund_request,change of mind return,negative,high,human,resolved,0.568,1.84,3173,IN,chat,
TKT-51281,2026-08-13 11:20:00,return_policy_question,restocking fee,neutral,medium,ai,resolved,0.876,1.23,3263,IN,chat,
TKT-51238,2026-08-13 11:26:00,technical_support,display issue,neutral,medium,ai,resolved,0.802,1.7,2812,IN,email,
TKT-51295,2026-08-13 11:32:00,return_policy_question,restocking fee,positive,low,ai,resolved,0.876,1.34,3154,IN,chat,
TKT-51273,2026-08-13 11:43:00,technical_support,display issue,negative,high,ai,resolved,0.99,1.19,3698,IN,chat,up
TKT-51298,2026-08-13 11:45:00,shipping_delivery,delivery timeline,positive,medium,ai,open,0.865,0.73,1502,IN,chat,
TKT-51239,2026-08-13 11:53:00,return_policy_question,return window,negative,high,human,resolved,0.513,2.25,2246,EU,chat,
TKT-51302,2026-08-13 11:54:00,complaint,slow response,negative,medium,human,resolved,0.445,2.22,2219,IN,chat,up
TKT-51253,2026-08-13 11:57:00,payment_issue,emi query,negative,medium,human,resolved,0.539,3.23,1962,IN,email,up
TKT-51234,2026-08-13 12:04:00,technical_support,driver problem,neutral,medium,ai,resolved,0.723,1.8,3703,IN,email,
TKT-51291,2026-08-13 12:08:00,shipping_delivery,delivery timeline,neutral,low,human,open,0.537,2.51,3586,IN,chat,
TKT-51287,2026-08-13 12:18:00,order_tracking,delayed shipment,positive,high,ai,resolved,0.79,1.44,3158,IN,chat,
TKT-51275,2026-08-13 12:25:00,return_refund_request,wrong item received,negative,high,ai,resolved,0.875,1.27,1734,IN,email,up
TKT-51309,2026-08-13 12:27:00,order_tracking,delivery attempt failed,neutral,high,ai,resolved,0.776,2.49,4032,IN,chat,
TKT-51231,2026-08-13 12:35:00,technical_support,display issue,negative,medium,human,resolved,0.532,1.88,1908,IN,email,
TKT-51262,2026-08-13 12:41:00,technical_support,will not power on,neutral,low,human,resolved,0.357,2.14,2801,IN,chat,up
TKT-51229,2026-08-13 12:49:00,warranty_claim,screen fault,neutral,medium,human,resolved,0.612,1.72,1948,IN,email,
TKT-51244,2026-08-13 12:50:00,product_information,specifications,neutral,low,human,resolved,0.345,3.39,1532,IN,email,
TKT-51248,2026-08-13 12:50:00,return_refund_request,wrong item received,negative,low,ai,resolved,0.99,1.94,2494,IN,email,
TKT-51312,2026-08-13 13:10:00,return_policy_question,bulk order returns,neutral,low,ai,open,0.869,1.02,2386,IN,chat,
TKT-51288,2026-08-13 13:23:00,order_tracking,delivery attempt failed,negative,high,human,resolved,0.222,2.95,3256,EU,chat,up
TKT-51235,2026-08-13 13:47:00,return_policy_question,opened item eligibility,neutral,low,ai,resolved,0.99,1.31,2861,IN,chat,up
TKT-51289,2026-08-13 14:23:00,order_tracking,delayed shipment,neutral,low,ai,resolved,0.883,0.72,2218,IN,chat,up
TKT-51245,2026-08-13 14:29:00,return_refund_request,wrong item received,negative,medium,ai,resolved,0.527,1.01,1613,IN,chat,up
TKT-51306,2026-08-13 14:30:00,return_refund_request,exchange request,negative,medium,human,resolved,0.377,0.9,2645,IN,phone,
TKT-51240,2026-08-13 14:43:00,technical_support,display issue,neutral,medium,ai,resolved,0.95,1.47,1655,EU,chat,up
TKT-51293,2026-08-13 14:53:00,product_information,model comparison,neutral,low,human,resolved,0.353,2.72,3075,IN,phone,down
TKT-51242,2026-08-13 14:54:00,payment_issue,emi query,negative,high,human,resolved,0.44,2.51,2066,IN,chat,up
TKT-51277,2026-08-13 14:56:00,return_policy_question,return shipping cost,neutral,low,ai,resolved,0.884,1.87,3923,IN,chat,
TKT-51255,2026-08-13 14:57:00,technical_support,display issue,negative,medium,human,resolved,0.241,3.43,2010,IN,chat,
TKT-51284,2026-08-13 14:57:00,product_information,specifications,neutral,medium,ai,resolved,0.99,1.82,2337,IN,email,up
TKT-51280,2026-08-13 15:16:00,technical_support,display issue,positive,low,human,resolved,0.542,2.12,1831,IN,chat,
TKT-51230,2026-08-13 15:19:00,return_policy_question,return window,positive,medium,ai,resolved,0.886,1.69,3361,IN,chat,
TKT-51241,2026-08-13 15:28:00,payment_issue,invoice request,negative,medium,human,resolved,0.41,1.07,2229,EU,chat,up
TKT-51314,2026-08-13 15:34:00,product_information,model comparison,neutral,low,human,resolved,0.454,1.92,2975,IN,chat,
TKT-51233,2026-08-13 15:46:00,complaint,agent conduct,negative,medium,human,resolved,0.534,2.78,2517,IN,email,
TKT-51267,2026-08-13 15:47:00,return_policy_question,return window,neutral,low,ai,resolved,0.691,1.65,1409,IN,chat,
TKT-51254,2026-08-13 15:55:00,order_tracking,tracking not updating,neutral,low,ai,resolved,0.913,1.79,2032,IN,email,up
TKT-51310,2026-08-13 16:05:00,technical_support,display issue,neutral,medium,ai,resolved,0.788,1.19,1688,IN,chat,
TKT-51265,2026-08-13 16:05:00,shipping_delivery,delivery timeline,neutral,low,ai,resolved,0.924,1.77,1682,EU,chat,
TKT-51236,2026-08-13 16:07:00,return_refund_request,refund amount query,negative,high,human,resolved,0.23,1.32,1119,IN,chat,
TKT-51305,2026-08-13 16:19:00,return_refund_request,damaged on arrival,negative,high,human,resolved,0.456,1.83,982,IN,chat,
TKT-51246,2026-08-13 16:46:00,product_information,extended warranty options,neutral,medium,ai,resolved,0.656,1.86,3367,IN,email,
TKT-51274,2026-08-13 17:11:00,payment_issue,emi query,neutral,low,ai,resolved,0.812,1.16,2974,IN,chat,
TKT-51304,2026-08-13 17:14:00,order_tracking,marked delivered not received,negative,medium,ai,resolved,0.621,2.32,1733,IN,chat,
TKT-51292,2026-08-13 17:21:00,return_refund_request,wrong item received,neutral,low,human,resolved,0.464,0.89,2326,IN,chat,
TKT-51307,2026-08-13 17:44:00,return_policy_question,return window,positive,low,ai,open,0.893,2.69,2123,IN,chat,
TKT-51283,2026-08-13 17:44:00,technical_support,audio fault,negative,medium,human,resolved,0.578,3.03,1604,IN,chat,
TKT-51303,2026-08-13 17:51:00,payment_issue,double charge,negative,medium,human,resolved,0.661,2.2,3493,IN,email,
TKT-51264,2026-08-13 18:01:00,out_of_scope,bot test,neutral,high,ai,resolved,0.684,1.88,1352,IN,email,down
TKT-51271,2026-08-13 18:06:00,product_information,stock availability,neutral,high,ai,resolved,0.862,1.61,3523,IN,chat,
TKT-51308,2026-08-13 18:17:00,payment_issue,invoice request,negative,low,ai,resolved,0.698,2.27,2312,IN,email,
TKT-51249,2026-08-13 18:18:00,shipping_delivery,white glove scheduling,neutral,high,ai,resolved,0.887,1.64,2470,EU,chat,
TKT-51261,2026-08-13 18:26:00,return_policy_question,opened item eligibility,positive,medium,ai,resolved,0.563,1.61,2953,IN,chat,
TKT-51300,2026-08-13 18:29:00,technical_support,display issue,neutral,low,human,resolved,0.413,2.82,2962,IN,email,
TKT-51290,2026-08-13 18:40:00,order_tracking,tracking not updating,neutral,high,ai,resolved,0.99,0.92,1796,IN,chat,
TKT-51301,2026-08-13 18:43:00,payment_issue,invoice request,neutral,low,ai,resolved,0.892,1.87,3870,IN,chat,up
TKT-51270,2026-08-13 18:52:00,return_policy_question,return window,neutral,high,human,resolved,0.644,3.41,1751,IN,email,
TKT-51256,2026-08-13 18:52:00,shipping_delivery,international shipping,neutral,medium,ai,resolved,0.719,1.54,3674,IN,email,
TKT-51272,2026-08-13 18:54:00,shipping_delivery,white glove scheduling,neutral,high,ai,resolved,0.841,1.35,1514,IN,chat,
TKT-51252,2026-08-13 18:55:00,technical_support,driver problem,neutral,low,human,resolved,0.305,2.55,3935,IN,email,
TKT-51269,2026-08-13 18:59:00,technical_support,display issue,neutral,low,ai,resolved,0.53,1.71,4058,IN,chat,up
TKT-51294,2026-08-13 19:06:00,return_policy_question,restocking fee,neutral,low,ai,open,0.65,1.85,2599,IN,chat,
TKT-51260,2026-08-13 19:13:00,shipping_delivery,delivery timeline,neutral,high,ai,resolved,0.838,2.24,1991,EU,phone,
TKT-51297,2026-08-13 19:18:00,return_policy_question,opened item eligibility,neutral,medium,ai,resolved,0.723,1.36,1272,IN,chat,up
TKT-51251,2026-08-13 19:30:00,payment_issue,invoice request,neutral,low,human,resolved,0.352,1.39,3319,IN,chat,
TKT-51299,2026-08-13 19:37:00,technical_support,display issue,neutral,low,ai,resolved,0.865,1.65,2213,IN,chat,
TKT-51296,2026-08-13 19:42:00,return_refund_request,refund amount query,negative,medium,human,open,0.52,1.56,1557,IN,email,up
TKT-51268,2026-08-13 19:55:00,shipping_delivery,international shipping,positive,low,ai,open,0.823,1.0,3108,IN,chat,up
TKT-51258,2026-08-13 20:06:00,return_policy_question,bulk order returns,neutral,medium,ai,resolved,0.893,1.39,2108,IN,chat,up
TKT-51362,2026-08-14 09:05:00,return_refund_request,refund amount query,negative,medium,human,resolved,0.534,1.78,4152,IN,email,up
TKT-51381,2026-08-14 09:23:00,technical_support,battery drain,negative,high,human,resolved,0.459,1.0,2009,IN,chat,
TKT-51348,2026-08-14 09:23:00,technical_support,driver problem,neutral,low,ai,resolved,0.77,1.52,4170,EU,chat,
TKT-51401,2026-08-14 09:30:00,technical_support,display issue,neutral,high,human,resolved,0.603,1.04,2026,IN,email,
TKT-51358,2026-08-14 09:59:00,account_management,account deletion,positive,low,ai,resolved,0.941,1.7,1085,IN,chat,up
TKT-51371,2026-08-14 10:00:00,account_management,login failure,neutral,low,human,resolved,0.183,2.75,3227,IN,chat,down
TKT-51330,2026-08-14 10:12:00,technical_support,display issue,neutral,low,human,resolved,0.388,1.31,4018,IN,chat,
TKT-51322,2026-08-14 10:16:00,product_information,compatibility,neutral,low,ai,resolved,0.986,2.38,1813,EU,chat,
TKT-51327,2026-08-14 10:17:00,technical_support,will not power on,neutral,low,ai,resolved,0.661,1.29,1478,IN,chat,up
TKT-51347,2026-08-14 10:19:00,technical_support,display issue,neutral,medium,ai,resolved,0.78,1.08,1653,EU,chat,
TKT-51329,2026-08-14 10:35:00,order_tracking,delivery attempt failed,neutral,medium,ai,resolved,0.989,1.8,3462,IN,chat,up
TKT-51399,2026-08-14 10:54:00,order_tracking,delayed shipment,positive,low,ai,resolved,0.86,1.17,1516,IN,chat,up
TKT-51370,2026-08-14 11:02:00,shipping_delivery,address change,positive,medium,ai,resolved,0.744,2.28,3236,EU,email,up
TKT-51395,2026-08-14 11:04:00,order_tracking,where is my order,positive,low,ai,resolved,0.764,1.31,1747,IN,email,
TKT-51343,2026-08-14 11:04:00,technical_support,display issue,neutral,low,human,resolved,0.443,3.02,1422,IN,chat,up
TKT-51360,2026-08-14 11:06:00,technical_support,display issue,neutral,low,ai,resolved,0.668,0.65,1743,IN,chat,
TKT-51364,2026-08-14 11:06:00,order_tracking,delivery attempt failed,positive,high,ai,resolved,0.8,0.72,1287,IN,phone,
TKT-51380,2026-08-14 11:12:00,order_tracking,delivery attempt failed,negative,high,ai,resolved,0.728,1.19,1917,IN,email,
TKT-51396,2026-08-14 11:22:00,shipping_delivery,shipping cost,neutral,high,ai,resolved,0.685,1.88,3259,IN,chat,up
TKT-51336,2026-08-14 11:23:00,technical_support,display issue,neutral,low,ai,resolved,0.593,1.95,3045,IN,phone,
TKT-51393,2026-08-14 11:27:00,order_tracking,tracking not updating,negative,high,ai,resolved,0.661,2.32,1535,IN,chat,up
TKT-51385,2026-08-14 11:30:00,return_policy_question,bulk order returns,neutral,medium,ai,open,0.736,1.26,4090,IN,chat,up
TKT-51372,2026-08-14 11:38:00,return_policy_question,return window,neutral,high,ai,resolved,0.99,1.84,2127,IN,email,up
TKT-51363,2026-08-14 11:40:00,account_management,login failure,neutral,high,ai,open,0.625,1.95,1662,IN,chat,up
TKT-51376,2026-08-14 11:42:00,account_management,login failure,neutral,low,human,open,0.415,0.71,3408,IN,email,
TKT-51315,2026-08-14 11:49:00,account_management,account deletion,neutral,low,human,resolved,0.465,0.4,1321,IN,email,
TKT-51323,2026-08-14 11:59:00,return_policy_question,bulk order returns,negative,medium,ai,resolved,0.905,1.55,1456,IN,email,
TKT-51367,2026-08-14 12:08:00,account_management,login failure,neutral,high,human,resolved,0.444,3.05,2228,IN,chat,
TKT-51394,2026-08-14 12:09:00,return_policy_question,return window,neutral,low,ai,resolved,0.764,1.74,1401,IN,email,
TKT-51345,2026-08-14 12:41:00,return_policy_question,bulk order returns,positive,medium,ai,resolved,0.803,1.6,1390,IN,chat,up
TKT-51355,2026-08-14 12:42:00,technical_support,battery drain,neutral,medium,ai,resolved,0.781,0.4,3734,IN,chat,up
TKT-51390,2026-08-14 12:44:00,account_management,data export,neutral,low,human,resolved,0.214,2.53,2951,IN,chat,
TKT-51400,2026-08-14 12:49:00,order_tracking,delayed shipment,neutral,low,ai,resolved,0.851,1.58,1749,IN,chat,up
TKT-51319,2026-08-14 12:52:00,technical_support,will not power on,neutral,medium,ai,open,0.862,0.9,2313,IN,chat,up
TKT-51351,2026-08-14 12:54:00,return_refund_request,refund amount query,neutral,high,human,resolved,0.266,1.82,1953,IN,chat,
TKT-51352,2026-08-14 13:01:00,order_tracking,tracking not updating,positive,medium,human,resolved,0.442,3.64,2507,IN,chat,up
TKT-51369,2026-08-14 13:14:00,warranty_claim,dead pixels,negative,high,human,resolved,0.444,1.11,2114,IN,phone,
TKT-51365,2026-08-14 13:20:00,order_tracking,tracking not updating,neutral,medium,ai,resolved,0.825,1.44,3700,IN,chat,
TKT-51350,2026-08-14 13:28:00,shipping_delivery,shipping cost,negative,medium,ai,resolved,0.823,1.5,1340,IN,chat,up
TKT-51326,2026-08-14 13:30:00,order_tracking,tracking not updating,negative,medium,human,resolved,0.451,2.01,1299,IN,chat,up
TKT-51378,2026-08-14 13:30:00,account_management,login failure,neutral,low,human,resolved,0.524,3.03,2886,IN,chat,
TKT-51368,2026-08-14 13:36:00,return_policy_question,opened item eligibility,neutral,low,ai,resolved,0.688,1.49,2188,IN,chat,
TKT-51324,2026-08-14 13:50:00,technical_support,display issue,neutral,low,ai,resolved,0.728,1.72,3755,IN,chat,up
TKT-51320,2026-08-14 14:04:00,shipping_delivery,white glove scheduling,neutral,medium,human,resolved,0.545,2.41,3823,IN,chat,
TKT-51332,2026-08-14 14:08:00,payment_issue,refund not received,negative,high,human,resolved,0.553,3.13,2835,IN,phone,up
TKT-51359,2026-08-14 14:18:00,shipping_delivery,international shipping,negative,low,ai,open,0.711,2.09,1370,IN,chat,up
TKT-51366,2026-08-14 14:21:00,return_policy_question,return window,negative,high,ai,resolved,0.754,1.59,2798,IN,email,down
TKT-51317,2026-08-14 14:23:00,account_management,login failure,neutral,medium,human,resolved,0.738,0.97,2543,IN,email,
TKT-51384,2026-08-14 14:31:00,return_policy_question,return window,neutral,low,ai,resolved,0.681,1.96,4108,IN,email,
TKT-51335,2026-08-14 14:34:00,order_tracking,where is my order,neutral,low,ai,resolved,0.883,1.52,2167,EU,chat,
TKT-51354,2026-08-14 14:46:00,return_policy_question,bulk order returns,neutral,low,ai,resolved,0.678,2.49,1716,IN,chat,up
TKT-51383,2026-08-14 14:58:00,return_refund_request,refund amount query,neutral,medium,ai,resolved,0.849,2.15,3529,IN,email,up
TKT-51331,2026-08-14 15:13:00,technical_support,display issue,negative,high,ai,resolved,0.916,2.56,2582,IN,chat,
TKT-51391,2026-08-14 15:32:00,return_policy_question,bulk order returns,positive,low,ai,resolved,0.804,1.18,2411,IN,email,up
TKT-51321,2026-08-14 15:54:00,shipping_delivery,shipping cost,neutral,medium,ai,resolved,0.765,2.1,4111,IN,email,up
TKT-51375,2026-08-14 15:56:00,account_management,login failure,neutral,medium,human,resolved,0.376,2.16,1668,IN,email,
TKT-51379,2026-08-14 16:01:00,order_tracking,where is my order,neutral,high,ai,resolved,0.795,1.61,1192,IN,phone,up
TKT-51377,2026-08-14 16:03:00,product_information,stock availability,neutral,low,ai,open,0.848,1.08,3246,IN,email,up
TKT-51346,2026-08-14 16:05:00,out_of_scope,unrelated question,neutral,medium,ai,resolved,0.942,2.5,2355,IN,email,
TKT-51328,2026-08-14 16:09:00,return_policy_question,return window,neutral,medium,ai,resolved,0.889,2.17,1459,IN,chat,
TKT-51387,2026-08-14 16:34:00,payment_issue,refund not received,negative,high,human,resolved,0.408,2.13,1861,IN,chat,
TKT-51349,2026-08-14 16:35:00,return_policy_question,return shipping cost,neutral,medium,ai,resolved,0.577,0.82,2213,IN,email,up
TKT-51339,2026-08-14 16:35:00,order_tracking,delivery attempt failed,neutral,medium,ai,resolved,0.864,0.79,1641,EU,chat,up
TKT-51341,2026-08-14 17:13:00,return_refund_request,change of mind return,negative,high,ai,resolved,0.854,1.48,3190,IN,chat,
TKT-51373,2026-08-14 17:15:00,shipping_delivery,white glove scheduling,negative,high,ai,resolved,0.99,2.38,2387,IN,email,
TKT-51357,2026-08-14 17:30:00,return_policy_question,opened item eligibility,neutral,low,ai,resolved,0.876,1.72,3005,IN,chat,
TKT-51353,2026-08-14 17:35:00,product_information,specifications,neutral,low,ai,resolved,0.99,1.47,2063,IN,chat,down
TKT-51397,2026-08-14 17:35:00,return_refund_request,exchange request,neutral,low,human,resolved,0.185,2.34,1748,IN,phone,up
TKT-51342,2026-08-14 17:43:00,shipping_delivery,address change,negative,low,human,resolved,0.458,3.12,4175,IN,chat,up
TKT-51392,2026-08-14 17:56:00,return_refund_request,change of mind return,negative,high,human,resolved,0.369,1.79,4086,IN,chat,
TKT-51338,2026-08-14 18:08:00,complaint,agent conduct,negative,high,human,resolved,0.252,2.62,1820,IN,chat,
TKT-51374,2026-08-14 18:09:00,return_refund_request,damaged on arrival,negative,high,human,resolved,0.437,2.17,3998,IN,phone,
TKT-51325,2026-08-14 18:13:00,account_management,login failure,neutral,low,human,resolved,0.426,1.43,1105,IN,phone,
TKT-51334,2026-08-14 18:31:00,account_management,login failure,neutral,medium,ai,open,0.582,1.0,4078,IN,phone,
TKT-51398,2026-08-14 18:37:00,shipping_delivery,delivery timeline,positive,low,ai,resolved,0.623,2.74,1115,EU,phone,
TKT-51389,2026-08-14 18:38:00,order_tracking,delivery attempt failed,positive,low,ai,resolved,0.68,1.94,946,EU,chat,
TKT-51382,2026-08-14 18:47:00,technical_support,driver problem,negative,medium,ai,resolved,0.776,0.98,1393,EU,chat,up
TKT-51340,2026-08-14 18:49:00,shipping_delivery,international shipping,neutral,low,human,resolved,0.623,2.33,3519,IN,chat,
TKT-51333,2026-08-14 18:57:00,order_tracking,where is my order,neutral,medium,ai,resolved,0.816,2.49,2332,IN,chat,
TKT-51388,2026-08-14 19:07:00,order_tracking,where is my order,neutral,low,ai,resolved,0.68,1.52,3670,IN,chat,
TKT-51344,2026-08-14 19:37:00,warranty_claim,battery health,negative,high,human,resolved,0.379,3.94,1549,IN,chat,
TKT-51361,2026-08-14 19:45:00,return_policy_question,opened item eligibility,positive,low,ai,resolved,0.98,1.31,3040,IN,chat,
TKT-51386,2026-08-14 19:59:00,shipping_delivery,address change,positive,low,ai,resolved,0.724,1.36,953,IN,chat,up
TKT-51337,2026-08-14 20:28:00,warranty_claim,screen fault,negative,high,ai,resolved,0.901,2.71,3678,EU,chat,up
TKT-51316,2026-08-14 20:32:00,shipping_delivery,white glove scheduling,neutral,medium,ai,resolved,0.887,2.06,2502,EU,phone,up
TKT-51318,2026-08-14 20:46:00,return_refund_request,wrong item received,negative,medium,human,resolved,0.442,2.89,2182,IN,chat,
TKT-51356,2026-08-14 20:53:00,order_tracking,where is my order,neutral,medium,ai,resolved,0.821,1.58,3038,IN,chat,
TKT-51424,2026-08-15 09:32:00,shipping_delivery,delivery timeline,neutral,medium,ai,resolved,0.586,1.65,2041,IN,chat,
TKT-51405,2026-08-15 09:33:00,return_refund_request,damaged on arrival,neutral,high,human,open,0.431,2.45,3997,IN,chat,
TKT-51429,2026-08-15 09:37:00,technical_support,display issue,neutral,low,ai,resolved,0.757,1.66,1203,IN,email,
TKT-51420,2026-08-15 10:00:00,return_policy_question,bulk order returns,neutral,low,ai,resolved,0.918,1.71,2735,IN,phone,
TKT-51408,2026-08-15 10:39:00,order_tracking,delayed shipment,neutral,low,ai,resolved,0.748,0.95,1243,IN,chat,up
TKT-51446,2026-08-15 10:46:00,order_tracking,delivery attempt failed,neutral,low,ai,resolved,0.99,1.9,2931,IN,chat,up
TKT-51421,2026-08-15 10:50:00,product_information,stock availability,negative,low,ai,resolved,0.864,1.61,3072,IN,chat,
TKT-51436,2026-08-15 11:04:00,product_information,stock availability,neutral,low,ai,resolved,0.949,1.61,1831,IN,email,
TKT-51447,2026-08-15 11:24:00,order_tracking,delivery attempt failed,neutral,low,ai,resolved,0.99,1.79,4130,IN,chat,
TKT-51427,2026-08-15 11:27:00,warranty_claim,third party brand routing,negative,high,ai,resolved,0.99,2.05,4183,IN,chat,
TKT-51412,2026-08-15 11:34:00,order_tracking,tracking not updating,neutral,low,ai,resolved,0.697,2.67,1798,IN,chat,
TKT-51404,2026-08-15 11:39:00,shipping_delivery,shipping cost,neutral,medium,ai,resolved,0.774,1.87,1417,IN,chat,up
TKT-51442,2026-08-15 11:40:00,account_management,login failure,positive,medium,human,resolved,0.416,1.03,1468,IN,email,
TKT-51411,2026-08-15 11:45:00,return_refund_request,damaged on arrival,neutral,medium,ai,resolved,0.99,1.6,1843,IN,chat,up
TKT-51440,2026-08-15 12:12:00,technical_support,will not power on,negative,low,human,resolved,0.642,2.14,1323,IN,chat,
TKT-51439,2026-08-15 12:18:00,return_policy_question,bulk order returns,neutral,medium,ai,resolved,0.853,0.73,3092,IN,email,
TKT-51434,2026-08-15 12:27:00,shipping_delivery,delivery timeline,neutral,low,ai,resolved,0.781,1.96,4096,IN,chat,
TKT-51406,2026-08-15 12:29:00,account_management,login failure,neutral,medium,ai,resolved,0.572,1.63,3780,IN,email,up
TKT-51435,2026-08-15 12:41:00,return_policy_question,return shipping cost,neutral,low,ai,resolved,0.99,2.21,3978,IN,email,
TKT-51430,2026-08-15 13:26:00,product_information,stock availability,neutral,low,ai,resolved,0.786,1.95,1139,IN,email,
TKT-51444,2026-08-15 13:32:00,technical_support,display issue,negative,medium,ai,resolved,0.745,0.51,2988,IN,chat,up
TKT-51428,2026-08-15 14:09:00,return_refund_request,refund amount query,neutral,medium,human,resolved,0.499,2.96,3666,IN,chat,up
TKT-51417,2026-08-15 14:17:00,technical_support,audio fault,negative,high,ai,resolved,0.524,1.61,1519,IN,chat,up
TKT-51403,2026-08-15 14:44:00,return_refund_request,exchange request,negative,low,human,resolved,0.583,2.3,3969,EU,chat,
TKT-51413,2026-08-15 15:04:00,product_information,compatibility,positive,medium,human,resolved,0.564,1.65,1655,IN,chat,
TKT-51437,2026-08-15 15:40:00,product_information,compatibility,positive,low,ai,resolved,0.768,1.11,1059,IN,chat,up
TKT-51432,2026-08-15 15:45:00,payment_issue,invoice request,neutral,low,ai,resolved,0.544,2.0,2414,IN,email,
TKT-51407,2026-08-15 16:01:00,product_information,model comparison,neutral,low,ai,resolved,0.838,2.13,3560,IN,chat,up
TKT-51433,2026-08-15 16:30:00,shipping_delivery,shipping cost,neutral,low,ai,resolved,0.72,1.57,2063,IN,email,
TKT-51418,2026-08-15 16:36:00,technical_support,battery drain,negative,medium,human,resolved,0.487,2.46,2099,IN,email,
TKT-51438,2026-08-15 17:12:00,account_management,login failure,neutral,low,human,resolved,0.587,1.88,4022,IN,chat,up
TKT-51419,2026-08-15 17:13:00,return_policy_question,return shipping cost,neutral,low,human,resolved,0.677,2.59,1010,IN,chat,up
TKT-51423,2026-08-15 17:48:00,order_tracking,tracking not updating,negative,high,human,resolved,0.55,2.81,2127,IN,email,up
TKT-51448,2026-08-15 17:55:00,payment_issue,invoice request,neutral,medium,ai,resolved,0.813,1.66,3926,IN,chat,
TKT-51410,2026-08-15 18:04:00,technical_support,display issue,neutral,medium,ai,resolved,0.749,1.33,2491,IN,chat,up
TKT-51416,2026-08-15 18:11:00,return_policy_question,restocking fee,neutral,low,ai,resolved,0.769,2.64,2277,IN,chat,
TKT-51409,2026-08-15 18:18:00,payment_issue,double charge,negative,medium,human,resolved,0.547,2.96,4081,IN,email,up
TKT-51445,2026-08-15 18:20:00,technical_support,display issue,negative,high,human,resolved,0.294,2.35,3923,EU,chat,
TKT-51422,2026-08-15 18:27:00,payment_issue,refund not received,negative,medium,human,resolved,0.301,2.25,2224,IN,chat,up
TKT-51414,2026-08-15 18:42:00,return_refund_request,wrong item received,negative,high,ai,resolved,0.74,1.94,3640,IN,chat,
TKT-51426,2026-08-15 18:54:00,order_tracking,delivery attempt failed,negative,low,ai,resolved,0.686,2.05,1449,IN,phone,
TKT-51443,2026-08-15 18:57:00,return_policy_question,opened item eligibility,neutral,high,ai,resolved,0.854,2.31,3198,IN,email,
TKT-51425,2026-08-15 19:22:00,return_refund_request,damaged on arrival,neutral,medium,human,resolved,0.539,1.4,3083,IN,email,
